User_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
27e8fb1c,125,1,341.77,4,1,5,415,General
27e9dd51,305,1,338.09,1,1,5,115,At Risk
2803642c,101,1,124.03,4,1,2,412,General
280e0662,138,1,174.08,3,1,3,313,General
28223fc3,12,1,160.34,5,1,2,512,General
28248fbd,184,1,319.26,3,1,4,314,General
284c8015,91,1,32.61,4,1,1,411,General
2854d5ba,28,1,281.28,5,1,4,514,General
288cd987,307,1,362.88,1,1,5,115,At Risk
28b4e804,182,1,91.98,3,1,2,312,General
28bc186c,224,1,154.81,2,1,2,212,General
28eb571c,157,1,186.09,3,1,3,313,General
2921198f,171,1,154.47,3,1,2,312,General
292307da,96,1,370.57,4,1,5,415,General
2928d620,271,1,343.01,1,1,5,115,At Risk
29421930,269,1,262.79,1,1,4,114,At Risk
294af876,257,1,35.24,2,1,1,211,General
295576f0,150,1,74.93,3,1,1,311,General
295a2e0b,285,1,349.58,1,1,5,115,At Risk
295b35ad,99,1,182.57,4,1,3,413,General
29603095,247,1,87.81,2,1,2,212,General
29782162,313,1,100.26,1,1,2,112,At Risk
29aa9b2f,278,1,325.67,1,1,4,114,At Risk
29af7e68,162,1,366.15,3,1,5,315,General
29b1dbdf,83,1,189.34,4,1,3,413,General
29b3c37a,85,1,381.05,4,1,5,415,General
29b418a7,102,1,328.1,4,1,5,415,General
29ca507d,39,1,444.79,5,1,5,515,General
29d6e060,300,1,15.65,1,1,1,111,At Risk
29db5c37,83,1,393.12,4,1,5,415,General
29f39439,14,1,336.87,5,1,5,515,General
2a015472,222,1,8.12,2,1,1,211,General
2a1d2b27,141,1,394.83,3,1,5,315,General
2a202e20,302,1,29.68,1,1,1,111,At Risk
2a21b2f5,48,1,156.64,5,1,2,512,General
2a238fbc,62,1,239.66,5,1,4,514,General
2a59f763,8,1,162.51,5,1,3,513,General
2a641c9d,97,1,320.7,4,1,4,414,General
2a658d86,105,1,165.06,4,1,3,413,General
2a770607,251,1,154.81,2,1,2,212,General
2a815054,81,1,78.14,4,1,1,411,General
2ad90cf7,63,1,21.54,5,1,1,511,General
2ad94b3d,278,1,372.23,1,1,5,115,At Risk
2ae065a3,155,1,294.48,3,1,4,314,General
2af6136c,179,1,35.9,3,1,1,311,General
2b3198dd,103,1,88.28,4,1,2,412,General
2b33b2b6,208,1,309.34,2,1,4,214,General
2b87059b,25,1,325.94,5,1,4,514,General
2b8be919,57,1,38.32,5,1,1,511,General
2ba824ee,263,1,105.63,1,1,2,112,At Risk
2bca9bc1,283,1,135.08,1,1,2,112,At Risk
2c0885e0,322,1,347.18,1,1,5,115,At Risk
2c190d8c,264,1,245.72,1,1,4,114,At Risk
2c2500ea,5,1,412.25,5,1,5,515,General
2c3663ad,294,1,191.53,1,1,3,113,At Risk
2c36db95,256,1,51.1,2,1,1,211,General
2c3e4736,188,1,27.68,3,1,1,311,General
2c42e5cd,196,1,189.77,2,1,3,213,General
2c522119,52,1,362.13,5,1,5,515,General
2c58e6ef,165,1,296.06,3,1,4,314,General
2c5dc3ec,115,1,25.09,4,1,1,411,General
2c837e21,171,1,153.44,3,1,2,312,General
2ca25b33,52,1,390.18,5,1,5,515,General
2cac4c48,314,1,161.41,1,1,3,113,At Risk
2cc7ae37,51,1,228.76,5,1,3,513,General
2cd8b0cf,20,1,83.5,5,1,1,511,General
2ce28bf9,312,1,112.91,1,1,2,112,At Risk
2ce76c47,49,1,133.79,5,1,2,512,General
2d03157c,119,1,250.96,4,1,4,414,General
2d07ff15,33,1,349.01,5,1,5,515,General
2d1dbbf3,168,1,328.63,3,1,5,315,General
2d37b12b,134,1,233.42,3,1,3,313,General
2d3fc0c1,288,1,6.35,1,1,1,111,At Risk
2d4ac994,296,1,212.41,1,1,3,113,At Risk
2d574c24,128,1,322.34,4,1,4,414,General
2d642d1e,42,1,225.25,5,1,3,513,General
2d6ba8ae,52,1,24.09,5,1,1,511,General
2d70ea63,5,1,66.27,5,1,1,511,General
2d841a95,39,1,324.33,5,1,4,514,General
2d95c0e0,319,1,319.83,1,1,4,114,At Risk
2da125c1,42,1,326.01,5,1,4,514,General
2da6d115,210,1,28.31,2,1,1,211,General
2db259c4,220,1,13.88,2,1,1,211,General
2dbcadea,240,1,13.4,2,1,1,211,General
2dbdb640,116,1,273.85,4,1,4,414,General
2dd4607e,171,1,394.67,3,1,5,315,General
2e19e8b7,36,1,330.43,5,1,5,515,General
2e1fecb3,182,1,261.58,3,1,4,314,General
2e20a6a6,178,1,161.14,3,1,2,312,General
2e31f938,309,1,144.94,1,1,2,112,At Risk
2e348747,134,1,122.9,3,1,2,312,General
2e35be56,120,1,184.43,4,1,3,413,General
2e541d01,257,1,177.28,2,1,3,213,General
2ea44e9d,252,1,320.09,2,1,4,214,General
2ece1205,39,1,182.88,5,1,3,513,General
2ed9c959,227,1,91.06,2,1,2,212,General
2efb6b7f,176,1,315.45,3,1,4,314,General
2f07538e,151,1,161.1,3,1,2,312,General
2f09e4cc,261,1,130.75,1,1,2,112,At Risk
2f0e0bd3,236,1,189.05,2,1,3,213,General
2f1fa8ae,110,1,71.78,4,1,1,411,General
2f2a8b7a,208,1,183.58,2,1,3,213,General
2f2e35cd,186,1,353.56,3,1,5,315,General
2f4b4df8,243,1,96.96,2,1,2,212,General
2f779c7b,295,1,166.25,1,1,3,113,At Risk
2f96ad99,218,1,222.31,2,1,3,213,General
2fb02560,300,1,136.11,1,1,2,112,At Risk
2fb404f4,305,1,314.46,1,1,4,114,At Risk
2fb9f48b,122,1,302.08,4,1,4,414,General
2fcadb6b,217,1,227.4,2,1,3,213,General
2fcdb2c6,206,1,64.3,2,1,1,211,General
2fdaa4b7,60,1,180.9,5,1,3,513,General
2ff6e11d,236,1,117.54,2,1,2,212,General
2ffde046,239,1,209.87,2,1,3,213,General
3.20E+65,241,1,251.24,2,1,4,214,General
3043e68e,78,1,244.35,4,1,4,414,General
3066b9d4,199,1,105.83,2,1,2,212,General
30bffc4c,78,1,90.63,4,1,2,412,General
30d3fca9,296,1,344.13,1,1,5,115,At Risk
30eccf94,124,1,28.6,4,1,1,411,General
310c7ad6,222,1,87.17,2,1,2,212,General
310ecc50,67,1,472.32,4,1,5,415,General
31207659,284,1,402.82,1,1,5,115,At Risk
312114bd,101,1,63.46,4,1,1,411,General
3123e3f0,281,1,298.34,1,1,4,114,At Risk
313b6efb,67,1,236.7,4,1,4,414,General
313c6da5,314,1,111.8,1,1,2,112,At Risk
315b7094,203,1,245.29,2,1,4,214,General
316d6899,47,1,62.07,5,1,1,511,General
316e72b1,51,1,216.18,5,1,3,513,General
3175823b,313,1,128.37,1,1,2,112,At Risk
31761a11,125,1,147.18,4,1,2,412,General
317a7a6a,227,1,247.11,2,1,4,214,General
317bca3f,255,1,162.55,2,1,3,213,General
3199bdec,285,1,390.62,1,1,5,115,At Risk
31b3a467,90,1,133.63,4,1,2,412,General
31c5ddc8,51,1,434.36,5,1,5,515,General
31cc9c2c,46,1,240.01,5,1,4,514,General
31ee86d0,42,1,168.45,5,1,3,513,General
31efc044,60,1,52.29,5,1,1,511,General
320a04c7,87,1,141.81,4,1,2,412,General
32196cbd,80,1,435.68,4,1,5,415,General
323b46c6,166,1,323.2,3,1,4,314,General
32839723,229,1,28.25,2,1,1,211,General
328d03d8,134,1,260.12,3,1,4,314,General
329b7c97,186,1,121.0,3,1,2,312,General
32a490f4,4,1,118.27,5,1,2,512,General
32a6d6c8,5,1,424.81,5,1,5,515,General
32b21e58,99,1,152.03,4,1,2,412,General
32b7d579,298,1,133.05,1,1,2,112,At Risk
32c80a92,20,1,345.92,5,1,5,515,General
32d535ae,220,1,347.69,2,1,5,215,General
32e20e76,115,1,64.55,4,1,1,411,General
32fbc798,302,1,393.1,1,1,5,115,At Risk
3379f7d2,202,1,31.61,2,1,1,211,General
337c166f,10,1,31.05,5,1,1,511,General
33988d4a,190,1,134.72,3,1,2,312,General
33a45bd6,139,1,128.35,3,1,2,312,General
33af27e1,14,1,289.46,5,1,4,514,General
33b289dd,263,1,388.9,1,1,5,115,At Risk
33be8310,162,1,299.66,3,1,4,314,General
33c35bb2,240,1,39.99,2,1,1,211,General
33ec4e9b,246,1,416.88,2,1,5,215,General
33f0e5f8,170,1,18.7,3,1,1,311,General
3421e7ba,231,1,254.31,2,1,4,214,General
345947ca,70,1,262.24,4,1,4,414,General
3467a8f9,158,1,342.78,3,1,5,315,General
346f2c53,77,1,18.99,4,1,1,411,General
3474bf64,239,1,301.74,2,1,4,214,General
348b4f2e,301,1,167.35,1,1,3,113,At Risk
348cf1e9,69,1,77.25,4,1,1,411,General
349248b9,242,1,335.03,2,2,5,225,General
3495e6fe,120,1,201.48,4,2,3,423,General
34c8ee63,62,1,12.45,5,2,1,521,General
34cb1abe,69,1,80.79,4,2,1,421,General
34dad111,143,1,370.33,3,2,5,325,General
34e04e99,75,1,41.06,4,2,1,421,General
34ebc1a0,3,1,180.94,5,2,3,523,General
34f377cd,298,1,93.17,1,2,2,122,At Risk
3502c114,38,1,47.45,5,2,1,521,General
35190f96,90,1,67.4,4,2,1,421,General
35227ad8,279,1,380.46,1,2,5,125,At Risk
3522f888,148,1,271.88,3,2,4,324,General
35313885,54,1,182.46,5,2,3,523,General
355f934f,126,1,250.92,4,2,4,424,General
3560326,283,1,368.96,1,2,5,125,At Risk
3567c84b,161,1,395.33,3,2,5,325,General
3569a81f,320,1,296.22,1,2,4,124,At Risk
3575e317,181,1,140.26,3,2,2,322,General
3598a6ef,208,1,111.96,2,2,2,222,General
359b71d4,289,1,414.61,1,2,5,125,At Risk
35f185be,108,1,301.37,4,2,4,424,General
36056157,87,1,454.85,4,2,5,425,General
360ae88b,26,1,280.82,5,2,4,524,General
361a60b8,114,1,437.06,4,2,5,425,General
363fe23b,47,1,305.27,5,2,4,524,General
367bd243,281,1,292.97,1,2,4,124,At Risk
367debf4,272,1,187.86,1,2,3,123,At Risk
36848d01,320,1,29.12,1,2,1,121,At Risk
3696bfd0,317,1,295.93,1,2,4,124,At Risk
3699f97e,96,1,437.3,4,2,5,425,General
369f273e,214,1,173.68,2,2,3,223,General
36ca8907,41,1,29.43,5,2,1,521,General
36cd4e86,237,1,290.75,2,2,4,224,General
36e2ff8c,72,1,36.75,4,2,1,421,General
36e6f67c,257,1,8.35,2,2,1,221,General
36f1d6a4,133,1,333.83,3,2,5,325,General
36f7dbc7,319,1,35.55,1,2,1,121,At Risk
36fdc5a6,187,1,223.33,3,2,3,323,General
371ace0c,156,1,193.56,3,2,3,323,General
372fa176,23,1,67.96,5,2,1,521,General
374ece51,154,1,18.15,3,2,1,321,General
37610673,9,1,85.04,5,2,2,522,General
376509b0,64,1,331.16,4,2,5,425,General
376f737f,29,1,90.81,5,2,2,522,General
3772bd8a,265,1,131.53,1,2,2,122,At Risk
37a64a6f,76,1,266.2,4,2,4,424,General
37be8f06,218,1,43.34,2,2,1,221,General
38007c77,93,1,295.8,4,2,4,424,General
380397f3,256,1,347.06,2,2,5,225,General
3822b8b3,224,1,107.81,2,2,2,222,General
384b7acb,318,1,39.68,1,2,1,121,At Risk
3855d9fa,53,1,28.27,5,2,1,521,General
387543ee,128,1,456.78,4,2,5,425,General
3885e4b0,137,1,281.72,3,2,4,324,General
388acc9a,252,1,29.53,2,2,1,221,General
389887c2,177,1,53.68,3,2,1,321,General
38a1a724,93,1,230.21,4,2,3,423,General
38a1e970,291,1,260.82,1,2,4,124,At Risk
39065b8b,199,1,157.63,2,2,2,222,General
3908e634,254,1,340.56,2,2,5,225,General
391837b0,144,1,418.48,3,2,5,325,General
3937299c,212,1,207.43,2,2,3,223,General
394508f2,128,1,144.11,4,2,2,422,General
3949fcb4,119,1,80.25,4,2,1,421,General
39534104,209,1,66.61,2,2,1,221,General
3958d313,168,1,32.64,3,2,1,321,General
395d4994,235,1,129.89,2,2,2,222,General
3980a7d0,286,1,294.13,1,2,4,124,At Risk
3991123d,100,1,42.7,4,2,1,421,General
39963ecc,313,1,333.11,1,2,5,125,At Risk
399a95fc,235,1,352.22,2,2,5,225,General
39b5a2a7,60,1,252.62,5,2,4,524,General
39c35fd6,190,1,65.7,3,2,1,321,General
39d11da5,222,1,214.45,2,2,3,223,General
3a07a85f,221,1,265.38,2,2,4,224,General
3a2348ca,105,1,210.56,4,2,3,423,General
3a3e2372,167,1,107.22,3,2,2,322,General
3a475b95,269,1,113.09,1,2,2,122,At Risk
3a478a5e,313,1,358.38,1,2,5,125,At Risk
3a564d70,2,1,351.19,5,2,5,525,General
3a6c34b5,110,1,151.76,4,2,2,422,General
3a9963e9,208,1,210.49,2,2,3,223,General
3ab536f9,260,1,360.33,1,2,5,125,At Risk
3abcdf53,108,1,263.07,4,2,4,424,General
3adf00f3,112,1,343.64,4,2,5,425,General
3aec426f,5,1,52.25,5,2,1,521,General
3b05ed95,17,1,435.67,5,2,5,525,General
3b12089e,151,1,315.7,3,2,4,324,General
3b240cf4,11,1,297.68,5,2,4,524,General
3b327b6e,222,1,211.61,2,2,3,223,General
3b6187d3,134,1,137.33,3,2,2,322,General
3b71545e,35,1,14.12,5,2,1,521,General
3b7c7e0d,63,1,247.7,5,2,4,524,General
3b857e65,73,1,334.7,4,2,5,425,General
3b85b7a7,312,1,152.52,1,2,2,122,At Risk
3baef1f8,125,1,168.07,4,2,3,423,General
3bb0a7a9,264,1,300.0,1,2,4,124,At Risk
3bb68633,271,1,23.91,1,2,1,121,At Risk
3bdcafad,213,1,50.7,2,2,1,221,General
3be3ec37,124,1,279.05,4,2,4,424,General
3be9cded,219,1,39.69,2,2,1,221,General
3bea58ee,56,1,185.29,5,2,3,523,General
3c3c8f20,175,1,246.62,3,2,4,324,General
3c499277,203,1,108.64,2,2,2,222,General
3c669dc7,74,1,145.82,4,2,2,422,General
3c71e319,150,1,352.47,3,2,5,325,General
3c7b4f3a,153,1,33.98,3,2,1,321,General
3c7fc849,58,1,22.9,5,2,1,521,General
3c8ad6d6,143,1,76.69,3,2,1,321,General
3c8bd82b,59,1,143.83,5,2,2,522,General
3ca822ba,322,1,176.4,1,2,3,123,At Risk
3cab368a,261,1,390.94,1,2,5,125,At Risk
3cb0b368,222,1,120.91,2,2,2,222,General
3cbdfed3,67,1,214.62,4,2,3,423,General
3ccd93cb,173,1,437.15,3,2,5,325,General
3cce7ee7,279,1,292.14,1,2,4,124,At Risk
3cd036f6,111,1,175.64,4,2,3,423,General
3ce1ce0e,126,1,421.59,4,2,5,425,General
3cfe3f1d,259,1,133.0,1,2,2,122,At Risk
3d080554,265,1,282.62,1,2,4,124,At Risk
3d0aec60,233,1,331.26,2,2,5,225,General
3d31754b,202,1,279.13,2,2,4,224,General
3d46ebd4,127,1,369.83,4,2,5,425,General
3d66faf7,198,1,246.18,2,2,4,224,General
3d77ab6d,28,1,244.37,5,2,4,524,General
3d7f7e1e,234,1,219.96,2,2,3,223,General
3d834a66,116,1,445.83,4,2,5,425,General
3d8cd018,307,1,83.05,1,2,1,121,At Risk
3d958865,114,1,156.61,4,2,2,422,General
3d9773a1,112,1,54.06,4,2,1,421,General
3da3aba7,27,1,65.94,5,2,1,521,General
3dba894a,266,1,265.44,1,2,4,124,At Risk
3dd55fd2,251,1,347.7,2,2,5,225,General
3ddad16f,269,1,272.06,1,2,4,124,At Risk
3ddc5a35,274,1,398.1,1,2,5,125,At Risk
3df3017f,230,1,256.32,2,2,4,224,General
3e3b26e1,120,1,449.69,4,2,5,425,General
3e3ea054,160,1,450.56,3,2,5,325,General
3e41585f,142,1,378.9,3,2,5,325,General
3e4bac03,160,1,62.75,3,2,1,321,General
3e5e2082,8,1,18.07,5,2,1,521,General
3e68b451,131,1,305.29,3,2,4,324,General
3e84f488,78,1,165.78,4,2,3,423,General
3eb4bfdf,287,1,466.18,1,2,5,125,At Risk
3eda4c58,34,1,89.63,5,2,2,522,General
3efbfc39,72,1,308.52,4,2,4,424,General
3f09b3c3,299,1,138.81,1,2,2,122,At Risk
3f20311f,217,1,30.92,2,2,1,221,General
3f26e7ae,214,1,186.61,2,2,3,223,General
3f298345,175,1,344.44,3,2,5,325,General
3f30ad0d,96,1,174.27,4,2,3,423,General
3f331c72,169,1,261.11,3,2,4,324,General
3f4a4d51,208,1,380.62,2,2,5,225,General
3f62d926,214,1,20.08,2,2,1,221,General
3f66002c,247,1,327.82,2,2,5,225,General
3f68ed08,200,1,257.56,2,2,4,224,General
3f6b72a8,206,1,393.81,2,2,5,225,General
3f77ce33,290,1,22.1,1,2,1,121,At Risk
3fb7980a,22,1,300.25,5,2,4,524,General
3fdcdae8,106,1,120.93,4,2,2,422,General
3fe0d733,12,1,272.66,5,2,4,524,General
3ffa9cc6,8,1,370.37,5,2,5,525,General
3fff6cb5,292,1,339.8,1,2,5,125,At Risk
4.29E+09,164,1,187.5,3,2,3,323,General
4.49E+35,121,1,218.36,4,2,3,423,General
4.60E+103,153,1,306.17,3,2,4,324,General
4.85E+160,151,1,112.71,3,2,2,322,General
400dbaf4,250,1,470.77,2,2,5,225,General
4012628e,174,1,188.0,3,2,3,323,General
403ab1e9,233,1,215.4,2,2,3,223,General
4062921e,125,1,272.89,4,2,4,424,General
406c736d,66,1,200.27,4,2,3,423,General
4082e1e2,84,1,37.61,4,2,1,421,General
4086f63d,29,1,369.37,5,2,5,525,General
4098b81b,2,1,358.02,5,2,5,525,General
409bdf76,251,1,43.25,2,2,1,221,General
409daa69,41,1,354.92,5,2,5,525,General
40abc61a,246,1,65.36,2,2,1,221,General
40b01a0f,205,1,119.41,2,2,2,222,General
40b0c467,22,1,297.32,5,2,4,524,General
40d1379a,248,1,205.67,2,2,3,223,General
40d718b5,156,1,124.58,3,2,2,322,General
40e362c2,103,1,25.66,4,2,1,421,General
40f21ce7,93,1,281.97,4,2,4,424,General
40fcae03,92,1,216.94,4,2,3,423,General
41118f59,275,1,85.81,1,2,2,122,At Risk
411a29ef,204,1,303.64,2,2,4,224,General
4125319c,170,1,122.36,3,2,2,322,General
413a34dc,170,1,293.22,3,2,4,324,General
414b8fad,256,1,34.74,2,2,1,221,General
415b6195,248,1,27.27,2,2,1,221,General
41622516,296,1,281.07,1,2,4,124,At Risk
41675c87,208,1,450.24,2,2,5,225,General
4176fef0,207,1,70.82,2,2,1,221,General
417cac60,122,1,26.42,4,2,1,421,General
41889d65,9,1,348.18,5,2,5,525,General
418f40d0,40,1,268.07,5,2,4,524,General
4199c751,201,1,40.79,2,2,1,221,General
41b1a40a,3,1,107.26,5,2,2,522,General
41b3b567,295,1,309.09,1,2,4,124,At Risk
41ea1235,291,1,161.82,1,2,3,123,At Risk
420ef393,9,1,21.73,5,2,1,521,General
42121dbe,29,1,479.31,5,2,5,525,General
42139082,171,1,20.58,3,2,1,321,General
421a5df2,242,1,126.61,2,2,2,222,General
42385946,96,1,445.01,4,2,5,425,General
4247e6a0,228,1,207.94,2,2,3,223,General
426308a5,69,1,205.71,4,2,3,423,General
4277aa34,71,1,410.96,4,2,5,425,General
427a8468,15,1,336.37,5,2,5,525,General
4298c35a,242,1,208.66,2,2,3,223,General
42e37951,56,1,168.26,5,2,3,523,General
42fe34af,148,1,257.25,3,2,4,324,General
430033d1,162,1,72.96,3,2,1,321,General
431691b6,124,1,93.65,4,2,2,422,General
4318409,297,1,231.58,1,2,3,123,At Risk
4319ad38,316,1,29.96,1,2,1,121,At Risk
4340e57f,298,1,357.49,1,2,5,125,At Risk
4350a1b5,299,1,124.34,1,2,2,122,At Risk
4356aab2,220,1,307.43,2,2,4,224,General
43666819,6,1,263.63,5,2,4,524,General
437194ae,177,1,49.46,3,2,1,321,General
438674fe,231,1,55.24,2,2,1,221,General
43dd49d4,103,1,342.24,4,2,5,425,General
43ed571c,95,1,316.98,4,2,4,424,General
43f041a9,151,1,152.86,3,2,2,322,General
43fbc7a3,76,1,222.28,4,2,3,423,General
4401eb85,100,1,181.56,4,2,3,423,General
4408ba1e,292,1,140.45,1,2,2,122,At Risk
440ae23c,89,1,124.76,4,2,2,422,General
4413e887,301,1,158.67,1,2,2,122,At Risk
4432a8ba,83,1,239.13,4,2,4,424,General
444ac86f,206,1,379.15,2,2,5,225,General
4458ab6a,174,1,413.65,3,2,5,325,General
4459da09,189,1,214.92,3,2,3,323,General
447148db,132,1,294.74,3,2,4,324,General
44898eb5,114,1,353.93,4,2,5,425,General
449367d1,43,1,316.69,5,2,4,524,General
449c33f0,255,1,152.66,2,2,2,222,General
44b22350,220,1,266.3,2,2,4,224,General
44cf89f5,19,1,95.18,5,2,2,522,General
44e06509,275,1,126.58,1,2,2,122,At Risk
4515f435,138,1,247.81,3,2,4,324,General
45177a4d,195,1,164.22,3,2,3,323,General
451cdc5b,98,1,103.58,4,2,2,422,General
451f1008,39,1,380.47,5,2,5,525,General
45251ee1,194,1,247.0,3,2,4,324,General
453e4fd0,157,1,213.35,3,2,3,323,General
4549848,211,1,398.86,2,2,5,225,General
4566a916,167,1,107.5,3,2,2,322,General
4578c08e,97,1,426.75,4,2,5,425,General
458c8213,234,1,83.63,2,2,2,222,General
458ce5f7,276,1,77.34,1,2,1,121,At Risk
45a007f7,215,1,306.27,2,2,4,224,General
45a1a4c3,196,1,308.12,2,2,4,224,General
45ae61a8,112,1,182.69,4,2,3,423,General
45b689eb,180,1,79.39,3,2,1,321,General
45ceb957,7,1,85.65,5,2,2,522,General
45e5b448,46,1,336.27,5,2,5,525,General
45e86006,41,1,287.98,5,2,4,524,General
45ea58e2,105,1,222.18,4,2,3,423,General
45f3661b,42,1,25.91,5,2,1,521,General
45f92c91,96,1,175.86,4,2,3,423,General
45fc0bf7,169,1,8.11,3,2,1,321,General
460c3e00,316,1,309.46,1,2,4,124,At Risk
4619caa9,286,1,164.88,1,2,3,123,At Risk
4632f85b,260,1,289.32,1,2,4,124,At Risk
464108ea,187,1,209.7,3,2,3,323,General
4658f0ae,230,1,52.72,2,2,1,221,General
465c254b,300,1,315.86,1,2,4,124,At Risk
46691b96,75,1,293.55,4,2,4,424,General
4674ffc8,296,1,333.65,1,2,5,125,At Risk
46788479,325,1,307.23,1,2,4,124,At Risk
468925cf,69,1,259.13,4,2,4,424,General
469d4f94,239,1,135.76,2,2,2,222,General
46b35e44,286,1,254.14,1,2,4,124,At Risk
46b58d00,10,1,94.67,5,2,2,522,General
46b85373,2,1,130.27,5,2,2,522,General
46b8e9cc,126,1,342.65,4,2,5,425,General
46bfad22,20,1,45.33,5,2,1,521,General
46ce5341,96,1,233.57,4,2,3,423,General
46de6e12,39,1,140.94,5,2,2,522,General
470c391e,315,1,395.44,1,2,5,125,At Risk
47154b02,100,1,77.91,4,2,1,421,General
4715f106,275,1,330.43,1,2,5,125,At Risk
4720abd8,10,1,179.19,5,2,3,523,General
473dac31,101,1,252.68,4,2,4,424,General
4769336c,269,1,233.43,1,2,3,123,At Risk
4789f600,130,1,39.14,3,2,1,321,General
47985b63,13,1,346.92,5,2,5,525,General
47a50dbd,22,1,214.69,5,2,3,523,General
47dfa10f,262,1,431.38,1,2,5,125,At Risk
47f1f74b,56,1,296.57,5,2,4,524,General
47f7f0af,165,1,121.92,3,2,2,322,General
47f9d151,186,1,58.34,3,2,1,321,General
47fc4fce,257,1,379.11,2,2,5,225,General
48091eea,113,1,71.16,4,2,1,421,General
480b55c6,77,1,212.07,4,2,3,423,General
480be977,95,1,340.63,4,2,5,425,General
480c40b5,246,1,7.69,2,2,1,221,General
4852a573,10,1,225.88,5,2,3,523,General
48655454,237,1,136.25,2,2,2,222,General
486ac471,116,1,83.41,4,2,1,421,General
486bec14,154,1,176.77,3,2,3,323,General
4884a43e,196,1,315.76,2,2,4,224,General
48868729,71,1,255.03,4,2,4,424,General
48a6965d,44,1,251.13,5,2,4,524,General
48b15e02,272,1,57.67,1,2,1,121,At Risk
48cd8d57,304,1,44.96,1,2,1,121,At Risk
48cf349d,84,1,141.69,4,2,2,422,General
48d36506,26,1,359.1,5,2,5,525,General
48d6fb7f,5,1,30.0,5,2,1,521,General
48f6819e,319,1,267.98,1,2,4,124,At Risk
490111ac,163,1,174.41,3,2,3,323,General
4905b683,229,1,454.48,2,2,5,225,General
493c00b1,227,1,344.68,2,2,5,225,General
4941470e,224,1,255.06,2,2,4,224,General
4945f220,137,1,438.59,3,2,5,325,General
494e205f,36,1,235.04,5,2,3,523,General
495bd9f4,280,1,146.6,1,2,2,122,At Risk
49a759a7,248,1,9.47,2,2,1,221,General
49d60975,196,1,210.76,2,2,3,223,General
49efd7a0,112,1,115.99,4,2,2,422,General
4a370dca,281,1,179.32,1,2,3,123,At Risk
4a66b400,249,1,214.78,2,2,3,223,General
4a680801,193,1,101.9,3,2,2,322,General
4a81e87c,7,1,38.72,5,2,1,521,General
4ab2d973,228,1,306.95,2,2,4,224,General
4ad92ea0,257,1,217.54,2,2,3,223,General
4ae01f60,110,1,214.72,4,2,3,423,General
4aefa8a6,276,1,72.78,1,2,1,121,At Risk
4afdef19,319,1,289.34,1,2,4,124,At Risk
4b1faad3,148,1,139.82,3,2,2,322,General
4b218561,266,1,302.9,1,2,4,124,At Risk
4b3462c8,297,1,242.32,1,2,4,124,At Risk
4b3752aa,261,1,84.77,1,2,2,122,At Risk
4b510e17,98,1,169.92,4,2,3,423,General
4b6d41b3,90,1,349.16,4,2,5,425,General
4b8a3ce1,48,1,44.29,5,2,1,521,General
4ba91354,8,1,209.78,5,2,3,523,General
4bb60db5,38,1,206.19,5,2,3,523,General
4bd289dd,244,1,84.9,2,2,2,222,General
4bd29822,194,1,251.66,3,2,4,324,General
4bd454f2,310,1,200.77,1,2,3,123,At Risk
4be691f6,61,1,106.65,5,2,2,522,General
4c20ca93,271,1,220.55,1,2,3,123,At Risk
4c258f55,132,1,155.99,3,2,2,322,General
4c2e1ade,72,1,286.01,4,2,4,424,General
4c326c0f,26,1,286.23,5,2,4,524,General
4c3cdcb6,258,1,21.2,2,2,1,221,General
4c3ee940,93,1,259.21,4,2,4,424,General
4c48c374,253,1,145.56,2,2,2,222,General
4c628b08,226,1,448.73,2,2,5,225,General
4c71ecf8,66,1,26.18,4,2,1,421,General
4c8025bd,254,1,239.78,2,2,4,224,General
4c81ef62,61,1,153.39,5,2,2,522,General
4c8e1f57,229,1,313.78,2,2,4,224,General
4c90253a,244,1,180.82,2,2,3,223,General
4c95d133,49,1,9.39,5,2,1,521,General
4cc8d249,144,1,129.08,3,2,2,322,General
4ce205d9,115,1,251.92,4,2,4,424,General
4ce70e71,89,1,123.94,4,2,2,422,General
4ceafc78,226,1,318.51,2,2,4,224,General
4d00dadf,187,1,281.71,3,2,4,324,General
4d056465,211,1,13.98,2,2,1,221,General
4d08b875,296,1,227.39,1,2,3,123,At Risk
4d16cbf8,323,1,298.47,1,2,4,124,At Risk
4d1703a4,319,1,219.69,1,2,3,123,At Risk
4d1a715f,175,1,197.66,3,2,3,323,General
4d2c701a,35,1,184.5,5,2,3,523,General
4d2cd201,158,1,18.84,3,2,1,321,General
4d481030,212,1,249.51,2,2,4,224,General
4d48ec1e,127,1,155.98,4,2,2,422,General
4d5cef27,258,1,130.6,2,2,2,222,General
4d7042f4,94,1,244.71,4,2,4,424,General
4d77d1d3,205,1,352.67,2,2,5,225,General
4e082c18,298,1,284.55,1,2,4,124,At Risk
4e1df27e,300,1,115.48,1,2,2,122,At Risk
4e2147a2,298,1,91.32,1,2,2,122,At Risk
4e3ab5bd,241,1,125.32,2,2,2,222,General
4e3b823e,318,1,54.03,1,2,1,121,At Risk
4e3dd393,298,1,295.74,1,2,4,124,At Risk
4e3e6bab,187,1,126.66,3,2,2,322,General
4e4016fc,84,1,53.58,4,2,1,421,General
4e432e36,113,1,310.25,4,2,4,424,General
4e493c65,167,1,402.38,3,2,5,325,General
4e5b9aa9,56,1,108.14,5,2,2,522,General
